folder,label,tempo,zcr,beats,spec_centroid,rms_mode,rms_max,rms_avg,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,SpecCon0,SpecCon1,SpecCon2,SpecCon3,ton0,ton1,ton2,ton3,ton4,ton5,chr0,chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11
Metro Station - She Likes Girls,<pad> sadness,161.4990234375,0.1121926950714915,609,2680.8280987036,0.3,0.5,0.27619237,-11.478073,76.28181,-5.0934772,20.275705,3.3230941,13.714346,5.190467,12.857976,2.6115575,12.780142,14.917732880918908,17.383290876179,17.765519251364356,40.167769521426685,0.0511656726260288,0.0516620061675698,0.0011117438222158,0.0262056572685473,-0.0138102320939093,-0.0023555680142397,0.4724832,0.36414543,0.46550313,0.38911536,0.49073738,0.41168752,0.4621547,0.6667786,0.50248706,0.50405145,0.3956966,0.46426728
MGMT - Little Dark Age,<pad> sadness,99.38401442307692,0.0768715476390758,486,1874.70029998276,0.3,0.5,0.21704054,-91.896545,105.054535,0.642861,29.112513,-0.5384171,9.612418,-2.6076336,8.420917,-3.3569262,9.508398,15.510721748483393,18.81152230923135,20.007507692086502,44.16269471168455,-0.0036332179370468,-0.090803212504067,-0.0502430041862762,-0.0176304953264688,-0.0024909362894759,0.0019054620249502,0.47382975,0.6304587,0.43337104,0.3339326,0.33858877,0.33557263,0.39822185,0.33631715,0.45138735,0.44824094,0.37789822,0.4570076
Mike Posner - I Took A Pill In Ibiza - Seeb Remix,<pad> joy,103.359375,0.0836052457440797,362,2079.0763679286724,0.3,0.6,0.2565491,-88.80301,90.00625,2.9320626,18.697351,8.206229,7.704459,-0.9146535,3.8291998,-3.22027,1.1391565,16.189913501183124,18.552768028965207,18.87146689584589,39.889644297882406,-0.026371571473445,0.1285775901885719,-0.0063084956863021,-0.0456835178876074,0.008979918612251,-0.0038431544976045,0.4308003,0.3295711,0.40238035,0.29950693,0.31256056,0.40995854,0.32127118,0.39495713,0.31005612,0.37500578,0.4772841,0.34406877
Miley Cyrus - Malibu,<pad> joy,69.83741554054055,0.1066276412819403,264,1964.829531013501,0.1,0.6,0.21292885,-76.93611,109.68054,-35.644077,25.34584,9.887332,-7.7356763,2.5235555,2.3373296,-4.0522494,5.979303,16.966623301351596,20.731347537151056,20.67739089643908,48.35872782885011,-0.1369206539684164,0.0540143209569261,0.0222497204506651,0.1052090028707807,-0.0138627987962753,0.0134261221123055,0.52897215,0.36812368,0.27206326,0.39614764,0.2761294,0.31600133,0.22829853,0.3967256,0.495684,0.32674176,0.42819044,0.32789275
Mitski - Geyser,<pad> joy,151.99908088235293,0.0908577078846906,343,1919.521101124255,0.2,0.5,0.22,-89.094154,96.07679,1.1805458,35.697964,7.534911,11.8616705,3.2582598,5.859233,3.594807,12.08407,15.036523958772818,19.57209328086428,23.43169536072688,45.22748789864085,0.175194552178217,-0.074724879185915,0.0121485769091583,-0.05579230994334,-0.0079209095304991,0.0014577454683398,0.29393238,0.40421265,0.44685575,0.29894897,0.3536784,0.2916226,0.45643243,0.299156,0.30393565,0.4526416,0.29252443,0.38004667
NATTI NATASHA - Criminal,<pad> joy,161.4990234375,0.0926944361828688,693,2225.5481087717453,0.3,0.7,0.25202245,-76.78994,90.923904,-6.6611257,22.15388,1.5467935,3.7295277,0.01298802,7.1465626,2.2333314,1.6088629,15.7562823844275,18.758746109034515,19.69251823448109,43.67106621784399,0.0248054322395455,0.0561865485455618,-0.0333534401892428,-6.946386550360986e-05,0.0048701758918509,-0.0041977023390624,0.42719853,0.3867472,0.47118524,0.37122467,0.4389862,0.49516508,0.38620064,0.44800967,0.3955753,0.46628794,0.42163327,0.39300317
Niall Horan - Slow Hands,<pad> sadness,86.1328125,0.0794569512975146,266,2014.56642726411,0.2,0.5,0.24134503,-106.932785,85.685524,2.6728466,24.935333,11.008449,13.935853,1.6390933,13.687672,3.2338805,10.816964,16.185576219693456,19.17024533807636,19.068851244519237,40.57499978759365,0.0448739964487279,0.0461077556132128,0.0212957439312101,0.0395814314646624,-0.0055001826386055,-0.0098672855802749,0.48058176,0.35897845,0.4293702,0.3773846,0.44292456,0.39051014,0.35455692,0.41579783,0.4024636,0.4484362,0.34483123,0.3907638
Nick Jonas - Close,<pad> fear,123.046875,0.0895879745483398,474,2200.04002328688,0.3,0.6,0.22746095,-92.457726,95.124374,14.5077715,9.990244,-0.9248441,9.295534,0.6297997,3.377346,-3.4844756,9.829399,16.008073928508868,19.963657862159057,21.30189860472543,40.82868749281941,0.1021296466285384,-0.0930352194491945,-0.1028521585983753,-0.0839751629797547,-0.0173793109409123,0.0392211004427224,0.29795384,0.35342973,0.28869963,0.26675218,0.31341562,0.31038722,0.45221663,0.30461767,0.36765522,0.5209768,0.36260942,0.38521793
Nicki Minaj - Right By My Side,<pad> sadness,107.666015625,0.0857587513302226,480,2070.8510268925797,0.1,0.3,0.10436314,-161.61134,88.71269,-5.3488245,17.120478,-0.091686055,7.2507644,4.865354,-0.3111134,3.5195837,5.7774167,14.430716852008045,18.2008695276242,19.218894223449944,39.45956252089913,-0.1099750542828401,-0.0198125930876094,-0.0611425767024756,0.0298562257747884,-0.0219350887882182,-0.0010402306405527,0.39061165,0.4029331,0.27479652,0.41324094,0.3012666,0.3794178,0.33403045,0.36208352,0.48478606,0.38128582,0.43061665,0.32095486
No Method - Wasted Love,<pad> sadness,112.34714673913044,0.0899270202232693,371,2137.0983873456257,0.2,0.6,0.23941435,-71.94355,100.65963,-10.487029,18.275532,9.347415,1.6864457,4.8168836,4.397825,5.4110956,2.0967162,15.946381097869509,19.225630550741613,19.36001914630921,42.38071282219726,0.0946047170298697,0.0220992583996411,0.0509263578336111,0.0346950043741399,-0.0083112369884321,0.0085596014461267,0.3617754,0.29298967,0.3333243,0.28553888,0.39761123,0.28037316,0.31983396,0.41818798,0.31662312,0.41400433,0.346586,0.46158937
Olivia O'Brien - Empty,<pad> sadness,117.45383522727272,0.0891129227901809,390,2150.1723778084406,0.2,0.7,0.1966913,-142.29167,93.809166,16.4287,23.831148,6.570282,0.9137937,15.0785885,3.9557078,4.6768656,7.1585674,16.19777636390391,19.17948077743584,21.690308180855386,40.889488923575286,0.1437067830570127,0.1045464485614761,-0.188328447815063,0.0333405806583802,-0.0211016002554161,0.0470377233787374,0.47906947,0.37124732,0.324872,0.30255267,0.3968001,0.38567483,0.33368033,0.42873785,0.478994,0.6441896,0.45468426,0.39026734
One Direction - History,<pad> joy,86.1328125,0.1028332958966971,254,2338.389282267952,0.2,0.4,0.19569919,-78.34764,81.041245,-8.640354,17.330683,3.052726,14.605255,0.7010523,7.916572,-0.68904555,8.187186,15.313261506687754,18.39221266646679,18.351195958221403,41.4328053196024,-0.086599761600348,-0.0663992042490757,-0.0055290543104361,-0.0351585315641288,0.0127940262979389,0.0037126804625733,0.36427286,0.5049669,0.42896214,0.46265227,0.35664237,0.37287727,0.43563634,0.32412723,0.36291397,0.34849542,0.43958887,0.35491538
P!nk - What About Us,<pad> sadness,151.99908088235293,0.082861961799297,800,1961.2884056273176,0.1,0.5,0.20157894,-113.18125,107.69491,5.7329707,11.894496,0.17347285,1.8215384,3.241314,-2.9881144,-4.7134714,7.4267435,16.21316473965005,20.36630960614185,23.365541979368054,43.38015080646126,-0.1306417861712408,-0.0060250383183395,-0.0232969832928917,0.1436726756328105,-0.0373382821051909,-0.0164564534095663,0.4925499,0.38988388,0.272858,0.35169807,0.28618822,0.3178742,0.26241866,0.39565042,0.6109845,0.37748027,0.2739891,0.27331617
Playboi Carti - Magnolia,<pad> anger,161.4990234375,0.0529353993647075,540,2031.4413987312937,0.4,0.6,0.33571836,-102.40883,99.54839,10.949809,13.531134,0.35659498,6.110937,-6.7288766,13.299664,-4.206109,14.387653,14.261696204957092,18.29473558952573,19.113400243747925,42.66513964076428,0.0824563464777313,-0.0977965453015042,0.1077002926931048,0.0232391180579266,-0.0002855768422469,-0.0139022389888571,0.45667922,0.44421425,0.40108076,0.4265851,0.46974897,0.46873897,0.52509415,0.5042739,0.56968504,0.5713385,0.5062476,0.51233375
Portugal. The Man - Feel It Still,<pad> sadness,78.30255681818181,0.0822209041624062,211,2242.8138885297244,0.3,0.5,0.25665987,-70.1869,94.34911,9.334488,23.041327,2.525518,15.347205,-0.6967065,6.0482845,0.18850559,9.592315,15.22492616424738,17.644463023725628,17.745133691236898,41.85221852769569,-0.0094811407065375,-0.1337626158664039,-0.0850207168340998,0.010529309605904,0.053106584736143,-0.0043082177558699,0.3829836,0.5162811,0.40150774,0.3979984,0.44587374,0.41990343,0.47624967,0.40316033,0.4116522,0.33040336,0.31887645,0.3739406
Post Malone - Congratulations,<pad> joy,123.046875,0.0957635232025015,429,1972.221369231016,0.2,0.6,0.23240231,-75.28648,112.95442,-20.79376,15.066391,-0.08857124,5.0503707,-4.142396,4.207479,-4.5356636,-0.9536551,15.028473005809946,19.39127090797483,20.521123618255743,46.311412969884415,-0.1032258008791119,0.0011195209208159,-0.0613792346960422,-0.0799284914306408,-0.0204679699870419,-0.0216440574095586,0.26500365,0.38137808,0.3646263,0.40443206,0.31154603,0.46862346,0.38293394,0.29050827,0.384898,0.3567874,0.51617855,0.3028485
Post Malone - I Fall Apart,<pad> sadness,143.5546875,0.097331084427944,520,2185.9518706495087,0.1,0.5,0.2414822,-98.89321,95.17132,-10.491888,17.02241,-2.4600837,-4.2106447,1.5786002,11.251196,-9.826255,7.0672307,16.671275722443603,20.087398953114487,22.543986047001475,45.827184707155695,-0.0726486626724463,-0.1784463874431729,-0.0040332148094655,0.0585275093117133,0.0026238562657226,-0.0140034556932876,0.2967242,0.3683611,0.27273178,0.42257094,0.33365542,0.2845847,0.42967632,0.31629783,0.3930689,0.3470191,0.43677968,0.51713556
Post Malone - White Iverson,<pad> joy,129.19921875,0.07128546514305,529,1833.922402750856,0.1,0.4,0.15342993,-168.06004,105.9615,1.7007664,15.264038,8.369245,0.35223338,-6.3440213,1.4764707,-12.963057,-1.0157453,18.065764781413467,21.37054134030966,20.746614966875303,44.56062324848389,0.1719573083138904,0.0405145702402878,0.0725942733113229,-0.0029490883043966,-0.0044336352441175,2.951834198121837e-05,0.36845276,0.3326437,0.36386174,0.30435306,0.29281133,0.17769425,0.23900959,0.33411753,0.3206482,0.44383913,0.38099423,0.5141703
Princess Nokia - Goth Kid,<pad> sadness,86.1328125,0.0716333670768152,318,1877.4524715999744,0.2,0.5,0.22692837,-102.03629,111.087524,13.364773,22.537374,12.8930235,2.338016,0.40736356,1.7471718,-4.221003,4.5806046,15.522412532520727,17.876647189737614,16.594262202150144,38.828137173917646,0.0127770316813235,-0.0227990902076049,0.0142331744807367,-0.0155995320264852,-0.0158672759282452,-0.0026421641127988,0.41497877,0.41159755,0.4930825,0.38270038,0.4795107,0.5223712,0.49352133,0.31035107,0.22836125,0.19737147,0.22490203,0.36831167
Rae Sremmurd - Black Beatles,<pad> sadness,143.5546875,0.0532371244157027,702,1907.255342314728,0.3,0.5,0.25764537,-111.86633,117.401024,18.086334,0.3684306,11.241115,3.8018486,0.9758634,14.022052,-1.868781,15.522338,15.228815016743155,19.87600074928391,19.9323418730822,43.31088226364737,0.1377933872366126,-0.0046766078040458,-0.0166030524352707,0.1651837591529293,0.0190164416210033,-0.0344241814300989,0.45995885,0.3708886,0.46975604,0.39994338,0.4076483,0.31907058,0.35816446,0.37842014,0.31443298,0.33079684,0.37110105,0.61069584
Rae Sremmurd - Swang,<pad> joy,143.5546875,0.0537138120749594,532,1571.253257815081,0.3,0.6,0.22228992,-150.62614,122.68551,-1.5255787,16.041498,8.351355,0.6780301,4.801067,1.174177,-2.0911999,6.3017917,15.705463308796466,18.663642105392697,19.364940573423773,44.32454248000987,-0.0469171593950642,0.0438149222782497,-0.0342980727113891,0.0089002317099343,0.0317273762386155,-0.0044131984026142,0.4352815,0.40557417,0.5431842,0.542989,0.40514377,0.38289508,0.38225165,0.48052242,0.4443106,0.44392526,0.47143757,0.38054952
Rag'n'Bone Man - Human,<pad> sadness,143.5546875,0.0775479507535772,478,1716.3241620076492,0.3,0.6,0.24886234,-87.09801,120.31222,-7.749312,16.977165,7.130928,2.8907502,-5.502638,11.821709,-7.872052,0.36514115,15.632618988146318,17.487729565956485,18.15889835717739,44.58856298506544,0.020044934813199,-0.0585399703421364,0.0473214064528888,-0.0585710375085639,-0.0118540602777523,-0.016796043589331,0.3906726,0.42593282,0.3596158,0.35950205,0.3585248,0.45954466,0.3333409,0.2991988,0.37951124,0.41346785,0.5896859,0.42875442
Reddish Blu - when i get too sad,<pad> sadness,129.19921875,0.0560766023133661,310,1765.570646745765,0.2,0.3,0.13004024,-256.44992,84.46893,33.322582,47.548546,8.806842,8.484154,7.705804,-4.2864065,13.061881,0.1347753,20.08284052756884,23.7120626520388,26.705500243587228,44.49003027264882,-0.0598006074577266,0.056165728509912,0.0999998101084617,-0.1673307168760841,-0.0802065515734167,-0.0014774699638787,0.2726237,0.2846765,0.4016606,0.37490177,0.3636681,0.53615206,0.42385086,0.29011002,0.32009327,0.2942199,0.36383998,0.36719495
Rihanna - Love On The Brain,<pad> love,172.265625,0.0754570923927127,626,1860.824763144533,0.3,0.5,0.2933451,-59.41417,113.88546,-2.1012037,24.070957,17.091522,-1.1183438,9.819502,1.0878555,9.108631,6.4426255,15.333977234718054,18.641818628445364,21.208493804092853,41.72398417643961,0.1939729078092003,0.0602018295502559,0.0333423285843893,0.0045363603392107,0.0290844994170538,-0.0185497556138607,0.2395101,0.25711188,0.37959844,0.3588771,0.43068546,0.34724736,0.3533687,0.40535456,0.3586158,0.43850607,0.33198604,0.32985178
Rihanna - Needed Me,<pad> sadness,112.34714673913044,0.0783061563733405,328,2072.943486959806,0.1,0.4,0.14377467,-190.95993,82.787704,0.42965084,21.241795,4.6795025,3.8784127,10.329625,-0.9039702,5.2636786,4.398356,16.755744650200356,20.924244053643744,20.98021299469306,42.19503681155842,-0.0792777432516182,0.0822856597715457,0.1191916631689191,-0.0359213792298677,0.0244850347098749,0.0187394300164607,0.51670915,0.40467235,0.45287842,0.37302893,0.3667587,0.407606,0.354117,0.43713522,0.35575685,0.37192345,0.45846957,0.4404799
Rihanna - Work,<pad> sadness,184.5703125,0.0699255196350971,1365,1816.685429093152,0.2,0.4,0.15917179,-175.2548,97.24258,9.863704,21.817034,10.8740015,6.9106026,1.8083054,3.0705872,3.8917406,9.726231,17.25185705733172,20.71748562120357,21.481127838887694,41.9111526384278,-0.0245650733181702,-0.096965957294216,-0.0414984850475163,0.0238888650702632,0.0307459654897952,-0.0047037684285361,0.294479,0.4021112,0.34405634,0.3935043,0.38655388,0.35921207,0.44592944,0.3392899,0.33615682,0.25285092,0.3062235,0.34333876
Rina Sawayama - Cyber Stockholm Syndrome,<pad> sadness,135.99917763157896,0.0990801490143929,415,2252.463608485837,0.0,0.1,0.00014601587,-311.93878,93.45067,9.4163,13.004653,-9.410015,-0.85650957,2.8597841,-3.5290387,-3.2098923,9.204102,15.369597098785825,18.51922633051182,21.12857408745028,39.83750561401065,-0.0416471321458729,0.1518658949328453,0.0205148481456955,0.0096658813435129,0.0129271669301294,0.0023112618727675,0.4633045,0.30773044,0.3800214,0.3520431,0.28569236,0.34118727,0.28509215,0.4654561,0.3341946,0.34979525,0.43403193,0.3376688
Russ - Losin Control,<pad> sadness,64.599609375,0.0396736178174794,238,1267.8702479669644,0.1,0.6,0.21424435,-200.94028,119.58368,48.260254,39.279068,6.550713,4.991011,-0.9253238,0.85820067,-7.5205417,-0.7075986,18.058955892903924,22.75973806598156,22.53561327450707,39.69241156389643,-0.1759925585690941,-0.2758642522863176,-0.0530849119372673,-0.1310776331058588,0.0241151574114405,0.0340280553652715,0.34748498,0.482133,0.35847494,0.418795,0.36389047,0.49089882,0.69255733,0.41807103,0.43074507,0.36869055,0.47613543,0.37297842
Ruth B. - Lost Boy,<pad> sadness,123.046875,0.057583849953729,509,1444.9065151493855,0.1,0.5,0.18469976,-181.83784,123.51901,1.1555578,10.115715,0.89535767,-8.434568,-9.459283,-18.649097,-9.46431,-12.389035,22.98950695578476,24.803795698488265,23.60397213141466,45.27712297907074,0.3204507816734226,0.0140332208442138,0.1625228498978045,-0.1244080128293033,-0.0593693063462055,-0.0557489069988585,0.21280041,0.16018647,0.459408,0.23330621,0.23562832,0.13094334,0.19035329,0.21554688,0.13023017,0.17404667,0.20050225,0.36579746
Sam Smith - Too Good At Goodbyes,<pad> anger,92.28515625,0.0579266065961859,375,1558.2899068905836,0.2,0.6,0.15741749,-191.73885,105.68875,12.085094,23.88031,7.1591597,8.7025585,1.025887,3.3961267,-6.6768346,5.230082,18.82794482831086,21.59027201865964,21.68956464031851,42.9270140100163,0.0516819741518104,0.2102061005453119,-0.0834913357740446,0.0052954545523348,-0.0268550893664079,-0.0020409541530579,0.36591336,0.26999825,0.3118431,0.25526288,0.28583112,0.44407293,0.32916188,0.37848163,0.29273167,0.31197485,0.23940107,0.22135535
Sean Paul - No Lie,<pad> fear,135.99917763157896,0.0922682488671557,484,2408.4679978553345,0.4,0.6,0.32287776,-27.724234,81.33054,0.12118399,16.749434,9.240607,7.209448,1.353245,0.11887876,-3.4916785,11.287084,15.164847785028728,17.89315360623822,17.84156871525623,40.03289287148076,0.0929307605141188,0.0669261466927218,-0.0527110330478755,-0.0256348033565203,-0.0074155874280591,-0.0012787165978511,0.45873925,0.34177527,0.38856822,0.3513371,0.48354426,0.3903603,0.36810637,0.44738716,0.40951657,0.54603094,0.38404992,0.37955457
Selena Gomez - Hands To Myself,<pad> love,112.34714673913044,0.0847232701120487,367,2060.6438122077784,0.2,0.4,0.15326333,-163.95183,89.3175,-3.3717291,17.77817,12.517436,4.9327106,8.985881,4.699103,6.4974775,13.636475,16.093746594157093,18.463398516840154,19.1514775681422,41.52730418199707,-0.0161757721770743,0.0733508354078859,0.019697113335593,-0.0055709064382716,0.0180428796530318,-0.0015905614795018,0.4007929,0.32595715,0.387228,0.41686785,0.3571806,0.39438984,0.3736716,0.5055454,0.37274653,0.41058174,0.4654879,0.38246104
Selena Gomez - Same Old Love,<pad> sadness,99.38401442307692,0.0798315386780536,383,1969.8969115518028,0.4,0.6,0.27814588,-80.94216,101.15712,-8.403111,8.662912,-0.85119814,4.912771,3.1265013,1.4630175,0.37756214,9.314315,16.98669801354143,19.84366699684647,20.02579165296296,42.84215426254663,0.1861326282384275,-0.0897288022491546,0.0917760139377664,0.0321136059497706,-0.0032173492575627,-0.021512890407274,0.3452318,0.32486168,0.34596223,0.30714217,0.3820782,0.3107811,0.43070057,0.36666888,0.34052515,0.40425003,0.40795052,0.6150949
Shawn Mendes - I Know What You Did Last Summer,<pad> joy,112.34714673913044,0.1234957362894001,415,2556.054760744839,0.1,0.2,0.107178465,-123.79629,72.58193,-9.190417,22.594284,5.8423004,8.691244,2.8643882,3.8949594,1.2624912,0.70186305,16.569913913525202,18.693211967417444,18.96244407315982,40.67492956145196,0.1192783137568049,0.056294359123687,0.0026485712224252,0.0348466525924825,0.0077942240218935,0.0078248273962205,0.41967136,0.3194368,0.42667332,0.3234549,0.39688504,0.28861257,0.2965697,0.38475338,0.36091024,0.47060388,0.3233819,0.39013115
Shawn Mendes - Mercy,<pad> joy,143.5546875,0.0758270782413065,492,1946.676242913437,0.4,0.5,0.26810357,-68.28391,103.768456,4.1107974,21.632011,6.792928,8.557913,-3.6815133,3.6133935,-0.78834254,-0.12591043,16.304338803799936,18.34014275730101,18.298685699828397,42.41140870905775,0.145417761380705,-0.0498695180234647,0.0199554822844404,0.0260269421459761,0.0091499627035202,-0.0127843118909649,0.30601406,0.39491072,0.48907468,0.35485142,0.44547495,0.3600257,0.38589358,0.30630395,0.2953632,0.35144898,0.31579077,0.41988486
Shawn Mendes - There's Nothing Holdin' Me Back,<pad> joy,123.046875,0.087542077736972,439,2145.378095837277,0.1,0.3,0.10579782,-160.51942,94.164055,-4.759108,19.560923,8.814661,5.753098,-2.4774618,6.2117405,-3.395846,-2.1840856,16.08998913622324,17.309258523874732,17.31263239757044,41.30559045080607,0.0855246879988716,-0.0549446641546549,-0.0213287239059287,-0.0002764651728856,0.0060841108815658,0.0081319948330317,0.37094054,0.42024684,0.4424673,0.38454878,0.46965733,0.3897871,0.421985,0.34142074,0.38239372,0.46939874,0.4053786,0.4279252
